2024-03-03 11:26:25 [background-preinit] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 6.2.5.Final
2024-03-03 11:48:26 [XNIO-1 task-1] INFO  c.a.f.i.PlusWebInvokeTimeInterceptor - [PLUS]开始请求 => URL[PUT /tool/gen],参数类型[json],参数:[{"createBy":null,"createTime":null,"updateBy":null,"updateTime":null,"tableId":"1764135587639779330","tableName":"activity","tableComment":"校友活动表","subTableName":null,"subTableFkName":null,"className":"Activity","tplCategory":"crud","packageName":"com.alumni.core","moduleName":"core","businessName":"activity","functionName":"校友活动管理","functionAuthor":"alumni","genType":"0","genPath":"/","pkColumn":null,"subTable":null,"columns":[{"createBy":"admin","createTime":"2024-03-03 11:47:55","updateBy":"admin","updateTime":"2024-03-03 11:47:55","columnId":"1764135588075986946","tableId":"1764135587639779330","columnName":"id","columnComment":"主键ID","columnType":"bigint","javaType":"Long","javaField":"id","isPk":"1","isIncrement":"1","isRequired":"1","isInsert":null,"isEdit":"1","isList":"1","isQuery":null,"queryType":"EQ","htmlType":"input","dictType":"","sort":1,"list":true,"pk":true,"edit":true,"insert":false,"usableColumn":false,"superColumn":false,"increment":true,"query":false,"capJavaField":"Id","required":true},{"createBy":"admin","createTime":"2024-03-03 11:47:55","updateBy":"admin","updateTime":"2024-03-03 11:47:55","columnId":"1764135588084375554","tableId":"1764135587639779330","columnName":"name","columnComment":"活动名称","columnType":"varchar(255)","javaType":"String","javaField":"name","isPk":"0","isIncrement":"0","isRequired":"1","isInsert":"1","isEdit":"1","isList":"1","isQuery":"1","queryType":"LIKE","htmlType":"input","dictType":"","sort":2,"list":true,"pk":false,"edit":true,"insert":true,"usableColumn":false,"superColumn":false,"increment":false,"query":true,"capJavaField":"Name","required":true},{"createBy":"admin","createTime":"2024-03-03 11:47:55","updateBy":"admin","updateTime":"2024-03-03 11:47:55","columnId":"1764135588092764161","tableId":"1764135587639779330","columnName":"address","columnComment":"活动地址","columnType":"varchar(255)","javaType":"String","javaField":"address","isPk":"0","isIncrement":"0","isRequired":"1","isInsert":"1","isEdit":"1","isList":"1","isQuery":"1","queryType":"EQ","htmlType":"input","dictType":"","sort":3,"list":true,"pk":false,"edit":true,"insert":true,"usableColumn":false,"superColumn":false,"increment":false,"query":true,"capJavaField":"Address","required":true},{"createBy":"admin","createTime":"2024-03-03 11:47:55","updateBy":"admin","updateTime":"2024-03-03 11:47:55","columnId":"1764135588096958466","tableId":"1764135587639779330","columnName":"img_url","columnComment":"图片URL","columnType":"varchar(512)","javaType":"String","javaField":"imgUrl","isPk":"0","isIncrement":"0","isRequired":"1","isInsert":"1","isEdit":"1","isList":"1","isQuery":"1","queryType":"EQ","htmlType":"textarea","dictType":"","sort":4,"list":true,"pk":false,"edit":true,"insert":true,"usableColumn":false,"superColumn":false,"increment":false,"query":true,"capJavaField":"ImgUrl","required":true},{"createBy":"admin","createTime":"2024-03-03 11:47:55","updateBy":"admin","updateTime":"2024-03-03 11:47:55","columnId":"1764135588101152769","tableId":"1764135587639779330","columnName":"desc","columnComment":"活动描述","columnType":"text","javaType":"String","javaField":"desc","isPk":"0","isIncrement":"0","isRequired":"1","isInsert":"1","isEdit":"1","isList":"1","isQuery":"1","queryType":"EQ","htmlType":"textarea","dictType":"","sort":5,"list":true,"pk":false,"edit":true,"insert":true,"usableColumn":false,"superColumn":false,"increment":false,"query":true,"capJavaField":"Desc","required":true},{"createBy":"admin","createTime":"2024-03-03 11:47:55","updateBy":"admin","updateTime":"2024-03-03 11:47:55","columnId":"1764135588109541377","tableId":"1764135587639779330","columnName":"startTime","columnComment":"活动开始时间","columnType":"datetime","javaType":"Date","javaField":"startTime","isPk":"0","isIncrement":"0","isRequired":"1","isInsert":"1","isEdit":"1","isList":"1","isQuery":"1","queryType":"EQ","htmlType":"datetime","dictType":"","sort":6,"list":true,"pk":false,"edit":true,"insert":true,"usableColumn":false,"superColumn":false,"increment":false,"query":true,"capJavaField":"StartTime","required":true},{"createBy":"admin","createTime":"2024-03-03 11:47:55","updateBy":"admin","updateTime":"2024-03-03 11:47:55","columnId":"1764135588113735682","tableId":"1764135587639779330","columnName":"endTime","columnComment":"活动结束时间","columnType":"datetime","javaType":"Date","javaField":"endTime","isPk":"0","isIncrement":"0","isRequired":"1","isInsert":"1","isEdit":"1","isList":"1","isQuery":"1","queryType":"EQ","htmlType":"datetime","dictType":"","sort":7,"list":true,"pk":false,"edit":true,"insert":true,"usableColumn":false,"superColumn":false,"increment":false,"query":true,"capJavaField":"EndTime","required":true}],"options":null,"remark":null,"treeCode":null,"treeParentCode":null,"treeName":null,"menuIds":null,"parentMenuId":"","parentMenuName":null,"sub":false,"tree":false,"crud":true,"params":{"treeCode":null,"treeName":null,"treeParentCode":null,"parentMenuId":""}}]
2024-03-03 11:48:27 [XNIO-1 task-1] INFO  c.a.f.i.PlusWebInvokeTimeInterceptor - [PLUS]结束请求 => URL[PUT /tool/gen],耗时:[843]毫秒
2024-03-03 11:48:27 [XNIO-1 task-1] INFO  c.a.f.i.PlusWebInvokeTimeInterceptor - [PLUS]开始请求 => URL[GET /tool/gen/list],参数类型[param],参数:[{"pageSize":["10"],"dataName":["master"],"pageNum":["1"]}]
2024-03-03 11:48:28 [XNIO-1 task-1] INFO  c.a.f.i.PlusWebInvokeTimeInterceptor - [PLUS]结束请求 => URL[GET /tool/gen/list],耗时:[409]毫秒
2024-03-03 11:48:30 [XNIO-1 task-1] INFO  c.a.f.i.PlusWebInvokeTimeInterceptor - [PLUS]开始请求 => URL[GET /tool/gen/1764135588512194561],无参数
2024-03-03 11:48:30 [XNIO-1 task-3] INFO  c.a.f.i.PlusWebInvokeTimeInterceptor - [PLUS]开始请求 => URL[GET /system/dict/type/optionselect],无参数
2024-03-03 11:48:30 [XNIO-1 task-2] INFO  c.a.f.i.PlusWebInvokeTimeInterceptor - [PLUS]开始请求 => URL[GET /system/menu/list],无参数
2024-03-03 11:48:30 [XNIO-1 task-3] INFO  c.a.f.i.PlusWebInvokeTimeInterceptor - [PLUS]结束请求 => URL[GET /system/dict/type/optionselect],耗时:[166]毫秒
2024-03-03 11:48:31 [XNIO-1 task-2] INFO  c.a.f.i.PlusWebInvokeTimeInterceptor - [PLUS]结束请求 => URL[GET /system/menu/list],耗时:[368]毫秒
2024-03-03 11:48:31 [XNIO-1 task-1] INFO  c.a.f.i.PlusWebInvokeTimeInterceptor - [PLUS]结束请求 => URL[GET /tool/gen/1764135588512194561],耗时:[420]毫秒
2024-03-03 11:48:43 [XNIO-1 task-1] INFO  c.a.f.i.PlusWebInvokeTimeInterceptor - [PLUS]开始请求 => URL[PUT /tool/gen],参数类型[json],参数:[{"createBy":null,"createTime":null,"updateBy":null,"updateTime":null,"tableId":"1764135588512194561","tableName":"news","tableComment":"新闻动态表","subTableName":null,"subTableFkName":null,"className":"News","tplCategory":"crud","packageName":"com.alumni.core","moduleName":"core","businessName":"news","functionName":"新闻动态管理","functionAuthor":"alumni","genType":"0","genPath":"/","pkColumn":null,"subTable":null,"columns":[{"createBy":"admin","createTime":"2024-03-03 11:47:55","updateBy":"admin","updateTime":"2024-03-03 11:47:55","columnId":"1764135588805795841","tableId":"1764135588512194561","columnName":"id","columnComment":"主键ID","columnType":"bigint","javaType":"Long","javaField":"id","isPk":"1","isIncrement":"1","isRequired":"1","isInsert":null,"isEdit":"1","isList":"1","isQuery":null,"queryType":"EQ","htmlType":"input","dictType":"","sort":1,"list":true,"pk":true,"edit":true,"insert":false,"usableColumn":false,"superColumn":false,"increment":true,"query":false,"capJavaField":"Id","required":true},{"createBy":"admin","createTime":"2024-03-03 11:47:55","updateBy":"admin","updateTime":"2024-03-03 11:47:55","columnId":"1764135588814184449","tableId":"1764135588512194561","columnName":"title","columnComment":"新闻标题","columnType":"varchar(255)","javaType":"String","javaField":"title","isPk":"0","isIncrement":"0","isRequired":"1","isInsert":"1","isEdit":"1","isList":"1","isQuery":"1","queryType":"EQ","htmlType":"input","dictType":"","sort":2,"list":true,"pk":false,"edit":true,"insert":true,"usableColumn":false,"superColumn":false,"increment":false,"query":true,"capJavaField":"Title","required":true},{"createBy":"admin","createTime":"2024-03-03 11:47:55","updateBy":"admin","updateTime":"2024-03-03 11:47:55","columnId":"1764135588818378754","tableId":"1764135588512194561","columnName":"author","columnComment":"作者","columnType":"varchar(255)","javaType":"String","javaField":"author","isPk":"0","isIncrement":"0","isRequired":"1","isInsert":"1","isEdit":"1","isList":"1","isQuery":"1","queryType":"EQ","htmlType":"input","dictType":"","sort":3,"list":true,"pk":false,"edit":true,"insert":true,"usableColumn":false,"superColumn":false,"increment":false,"query":true,"capJavaField":"Author","required":true},{"createBy":"admin","createTime":"2024-03-03 11:47:55","updateBy":"admin","updateTime":"2024-03-03 11:47:55","columnId":"1764135588822573058","tableId":"1764135588512194561","columnName":"createTime","columnComment":"创建时间","columnType":"datetime","javaType":"Date","javaField":"createTime","isPk":"0","isIncrement":"0","isRequired":"1","isInsert":"1","isEdit":"1","isList":"1","isQuery":"1","queryType":"EQ","htmlType":"datetime","dictType":"","sort":4,"list":true,"pk":false,"edit":true,"insert":true,"usableColumn":false,"superColumn":true,"increment":false,"query":true,"capJavaField":"CreateTime","required":true},{"createBy":"admin","createTime":"2024-03-03 11:47:55","updateBy":"admin","updateTime":"2024-03-03 11:47:55","columnId":"1764135588822573059","tableId":"1764135588512194561","columnName":"content","columnComment":"新闻内容","columnType":"text","javaType":"String","javaField":"content","isPk":"0","isIncrement":"0","isRequired":"1","isInsert":"1","isEdit":"1","isList":"1","isQuery":"1","queryType":"EQ","htmlType":"editor","dictType":"","sort":5,"list":true,"pk":false,"edit":true,"insert":true,"usableColumn":false,"superColumn":false,"increment":false,"query":true,"capJavaField":"Content","required":true},{"createBy":"admin","createTime":"2024-03-03 11:47:55","updateBy":"admin","updateTime":"2024-03-03 11:47:55","columnId":"1764135588826767361","tableId":"1764135588512194561","columnName":"img_url","columnComment":"图片URL","columnType":"varchar(512)","javaType":"String","javaField":"imgUrl","isPk":"0","isIncrement":"0","isRequired":"1","isInsert":"1","isEdit":"1","isList":"1","isQuery":"1","queryType":"EQ","htmlType":"textarea","dictType":"","sort":6,"list":true,"pk":false,"edit":true,"insert":true,"usableColumn":false,"superColumn":false,"increment":false,"query":true,"capJavaField":"ImgUrl","required":true}],"options":null,"remark":null,"treeCode":null,"treeParentCode":null,"treeName":null,"menuIds":null,"parentMenuId":"","parentMenuName":null,"sub":false,"tree":false,"crud":true,"params":{"treeCode":null,"treeName":null,"treeParentCode":null,"parentMenuId":""}}]
2024-03-03 11:48:43 [XNIO-1 task-1] INFO  c.a.f.i.PlusWebInvokeTimeInterceptor - [PLUS]结束请求 => URL[PUT /tool/gen],耗时:[757]毫秒
2024-03-03 11:48:44 [XNIO-1 task-1] INFO  c.a.f.i.PlusWebInvokeTimeInterceptor - [PLUS]开始请求 => URL[GET /tool/gen/list],参数类型[param],参数:[{"pageSize":["10"],"dataName":["master"],"pageNum":["1"]}]
2024-03-03 11:48:44 [XNIO-1 task-1] INFO  c.a.f.i.PlusWebInvokeTimeInterceptor - [PLUS]结束请求 => URL[GET /tool/gen/list],耗时:[390]毫秒
2024-03-03 11:48:47 [XNIO-1 task-1] INFO  c.a.f.i.PlusWebInvokeTimeInterceptor - [PLUS]开始请求 => URL[GET /tool/gen/1764135589363638274],无参数
2024-03-03 11:48:47 [XNIO-1 task-2] INFO  c.a.f.i.PlusWebInvokeTimeInterceptor - [PLUS]开始请求 => URL[GET /system/dict/type/optionselect],无参数
2024-03-03 11:48:47 [XNIO-1 task-3] INFO  c.a.f.i.PlusWebInvokeTimeInterceptor - [PLUS]开始请求 => URL[GET /system/menu/list],无参数
2024-03-03 11:48:47 [XNIO-1 task-2] INFO  c.a.f.i.PlusWebInvokeTimeInterceptor - [PLUS]结束请求 => URL[GET /system/dict/type/optionselect],耗时:[188]毫秒
2024-03-03 11:48:47 [XNIO-1 task-3] INFO  c.a.f.i.PlusWebInvokeTimeInterceptor - [PLUS]结束请求 => URL[GET /system/menu/list],耗时:[360]毫秒
2024-03-03 11:48:47 [XNIO-1 task-1] INFO  c.a.f.i.PlusWebInvokeTimeInterceptor - [PLUS]结束请求 => URL[GET /tool/gen/1764135589363638274],耗时:[436]毫秒
2024-03-03 11:48:54 [XNIO-1 task-1] INFO  c.a.f.i.PlusWebInvokeTimeInterceptor - [PLUS]开始请求 => URL[PUT /tool/gen],参数类型[json],参数:[{"createBy":null,"createTime":null,"updateBy":null,"updateTime":null,"tableId":"1764135589363638274","tableName":"style","tableComment":"校友风采表","subTableName":null,"subTableFkName":null,"className":"Style","tplCategory":"crud","packageName":"com.alumni.core","moduleName":"core","businessName":"style","functionName":"校友风采","functionAuthor":"alumni","genType":"0","genPath":"/","pkColumn":null,"subTable":null,"columns":[{"createBy":"admin","createTime":"2024-03-03 11:47:55","updateBy":"admin","updateTime":"2024-03-03 11:47:55","columnId":"1764135589644656641","tableId":"1764135589363638274","columnName":"id","columnComment":"主键ID","columnType":"bigint","javaType":"Long","javaField":"id","isPk":"1","isIncrement":"1","isRequired":"1","isInsert":null,"isEdit":"1","isList":"1","isQuery":null,"queryType":"EQ","htmlType":"input","dictType":"","sort":1,"list":true,"pk":true,"edit":true,"insert":false,"usableColumn":false,"superColumn":false,"increment":true,"query":false,"capJavaField":"Id","required":true},{"createBy":"admin","createTime":"2024-03-03 11:47:55","updateBy":"admin","updateTime":"2024-03-03 11:47:55","columnId":"1764135589653045249","tableId":"1764135589363638274","columnName":"name","columnComment":"校友姓名","columnType":"varchar(255)","javaType":"String","javaField":"name","isPk":"0","isIncrement":"0","isRequired":"1","isInsert":"1","isEdit":"1","isList":"1","isQuery":"1","queryType":"LIKE","htmlType":"input","dictType":"","sort":2,"list":true,"pk":false,"edit":true,"insert":true,"usableColumn":false,"superColumn":false,"increment":false,"query":true,"capJavaField":"Name","required":true},{"createBy":"admin","createTime":"2024-03-03 11:47:55","updateBy":"admin","updateTime":"2024-03-03 11:47:55","columnId":"1764135589661433858","tableId":"1764135589363638274","columnName":"desc","columnComment":"校友描述","columnType":"text","javaType":"String","javaField":"desc","isPk":"0","isIncrement":"0","isRequired":"1","isInsert":"1","isEdit":"1","isList":"1","isQuery":"1","queryType":"EQ","htmlType":"textarea","dictType":"","sort":3,"list":true,"pk":false,"edit":true,"insert":true,"usableColumn":false,"superColumn":false,"increment":false,"query":true,"capJavaField":"Desc","required":true},{"createBy":"admin","createTime":"2024-03-03 11:47:55","updateBy":"admin","updateTime":"2024-03-03 11:47:55","columnId":"1764135589661433859","tableId":"1764135589363638274","columnName":"createTime","columnComment":"创建时间","columnType":"datetime","javaType":"Date","javaField":"createTime","isPk":"0","isIncrement":"0","isRequired":"1","isInsert":"1","isEdit":"1","isList":"1","isQuery":"1","queryType":"EQ","htmlType":"datetime","dictType":"","sort":4,"list":true,"pk":false,"edit":true,"insert":true,"usableColumn":false,"superColumn":true,"increment":false,"query":true,"capJavaField":"CreateTime","required":true},{"createBy":"admin","createTime":"2024-03-03 11:47:55","updateBy":"admin","updateTime":"2024-03-03 11:47:55","columnId":"1764135589665628162","tableId":"1764135589363638274","columnName":"img_url","columnComment":"图片URL","columnType":"varchar(512)","javaType":"String","javaField":"imgUrl","isPk":"0","isIncrement":"0","isRequired":"1","isInsert":"1","isEdit":"1","isList":"1","isQuery":"1","queryType":"EQ","htmlType":"textarea","dictType":"","sort":5,"list":true,"pk":false,"edit":true,"insert":true,"usableColumn":false,"superColumn":false,"increment":false,"query":true,"capJavaField":"ImgUrl","required":true}],"options":null,"remark":null,"treeCode":null,"treeParentCode":null,"treeName":null,"menuIds":null,"parentMenuId":"","parentMenuName":null,"sub":false,"tree":false,"crud":true,"params":{"treeCode":null,"treeName":null,"treeParentCode":null,"parentMenuId":""}}]
2024-03-03 11:48:55 [XNIO-1 task-1] INFO  c.a.f.i.PlusWebInvokeTimeInterceptor - [PLUS]结束请求 => URL[PUT /tool/gen],耗时:[685]毫秒
2024-03-03 11:48:55 [XNIO-1 task-1] INFO  c.a.f.i.PlusWebInvokeTimeInterceptor - [PLUS]开始请求 => URL[GET /tool/gen/list],参数类型[param],参数:[{"pageSize":["10"],"dataName":["master"],"pageNum":["1"]}]
2024-03-03 11:48:56 [XNIO-1 task-1] INFO  c.a.f.i.PlusWebInvokeTimeInterceptor - [PLUS]结束请求 => URL[GET /tool/gen/list],耗时:[537]毫秒
2024-03-03 11:48:59 [XNIO-1 task-1] INFO  c.a.f.i.PlusWebInvokeTimeInterceptor - [PLUS]开始请求 => URL[GET /tool/gen/1764135589363638274],无参数
2024-03-03 11:48:59 [XNIO-1 task-3] INFO  c.a.f.i.PlusWebInvokeTimeInterceptor - [PLUS]开始请求 => URL[GET /system/dict/type/optionselect],无参数
2024-03-03 11:48:59 [XNIO-1 task-2] INFO  c.a.f.i.PlusWebInvokeTimeInterceptor - [PLUS]开始请求 => URL[GET /system/menu/list],无参数
2024-03-03 11:48:59 [XNIO-1 task-3] INFO  c.a.f.i.PlusWebInvokeTimeInterceptor - [PLUS]结束请求 => URL[GET /system/dict/type/optionselect],耗时:[198]毫秒
2024-03-03 11:48:59 [XNIO-1 task-2] INFO  c.a.f.i.PlusWebInvokeTimeInterceptor - [PLUS]结束请求 => URL[GET /system/menu/list],耗时:[362]毫秒
2024-03-03 11:48:59 [XNIO-1 task-1] INFO  c.a.f.i.PlusWebInvokeTimeInterceptor - [PLUS]结束请求 => URL[GET /tool/gen/1764135589363638274],耗时:[434]毫秒
